par_type,team_id,team_name,par_name,par_value,impact_on_baseline_probability,empirical_probability
team,6734,Monge Gerbaudo Savigliano,breakpoint_pos_5,-0.03890372957792299,-0.00861136862917955,0.2641509433962264
team,6734,Monge Gerbaudo Savigliano,breakpoint_pos_6,-0.003685623943073424,-0.0008206531564355357,0.3018867924528302
team,6734,Monge Gerbaudo Savigliano,sideout_pos_1,0.0024112567987097998,-0.0005370115211309479,0.3888888888888889
team,6734,Monge Gerbaudo Savigliano,sideout_pos_2,-0.040693612081327615,0.009126484654475242,0.43333333333333335
team,6734,Monge Gerbaudo Savigliano,sideout_pos_3,-0.0033217212801135727,0.0007404808053423362,0.4067796610169492
team,6734,Monge Gerbaudo Savigliano,sideout_pos_4,0.02513112034261973,-0.005575781710880912,0.37735849056603776
team,6734,Monge Gerbaudo Savigliano,sideout_pos_5,0.08219982006879054,-0.01805903481218163,0.2962962962962963
team,6734,Monge Gerbaudo Savigliano,sideout_pos_6,-0.06572686384867887,0.014798968506464727,0.40625
team,6735,Negrini CTE Acqui Terme,breakpoint_team_adjustment,0.12416030862672019,0.028204104478927072,0.38337801608579086
team,6735,Negrini CTE Acqui Terme,sideout_team_adjustment,-0.009330848379386993,0.002082091728768609,0.32664756446991405
team,6735,Negrini CTE Acqui Terme,breakpoint_pos_1,0.05939674222861862,0.01336048203570861,0.42857142857142855
team,6735,Negrini CTE Acqui Terme,breakpoint_pos_2,0.0342572477785258,0.007675090235878812,0.4090909090909091
team,6735,Negrini CTE Acqui Terme,breakpoint_pos_3,0.039016274849362084,0.008747965009918923,0.40298507462686567
team,6735,Negrini CTE Acqui Terme,breakpoint_pos_4,-0.021036515721482907,-0.004670535710694812,0.3448275862068966
team,6735,Negrini CTE Acqui Terme,breakpoint_pos_5,-0.023577571459119977,-0.0052324674586984865,0.3389830508474576
team,6735,Negrini CTE Acqui Terme,breakpoint_pos_6,-0.08805617767590362,-0.01932566834116778,0.36666666666666664
team,6735,Negrini CTE Acqui Terme,sideout_pos_1,-0.10873480478570782,0.024643661924531046,0.43548387096774194
team,6735,Negrini CTE Acqui Terme,sideout_pos_2,-0.02520946627317789,0.005639791224036128,0.35
team,6735,Negrini CTE Acqui Terme,sideout_pos_3,0.02481053147996184,-0.005504950590642543,0.2982456140350877
team,6735,Negrini CTE Acqui Terme,sideout_pos_4,0.06990663914734117,-0.015391398502996478,0.24528301886792453
team,6735,Negrini CTE Acqui Terme,sideout_pos_5,0.041360456090931336,-0.009151333570774245,0.2777777777777778
team,6735,Negrini CTE Acqui Terme,sideout_pos_6,-0.0021333556593486486,0.0004754763914422977,0.3333333333333333
team,6736,Personal Time San DonÃ  di Piave,breakpoint_team_adjustment,-0.056566025181108315,-0.01248306115932496,0.32222222222222224
team,6736,Personal Time San DonÃ  di Piave,sideout_team_adjustment,-0.04312761122086889,0.00967610974249622,0.35668789808917195
team,6736,Personal Time San DonÃ  di Piave,breakpoint_pos_1,0.021485790474784484,0.004803848410651845,0.3375
team,6736,Personal Time San DonÃ  di Piave,breakpoint_pos_2,-0.010159984809860844,-0.0022598272066111647,0.3108108108108108
team,6736,Personal Time San DonÃ  di Piave,breakpoint_pos_3,-0.015079385207625445,-0.0033512721677252943,0.30434782608695654
team,6736,Personal Time San DonÃ  di Piave,breakpoint_pos_4,-0.005708838286047591,-0.001270722947215086,0.29577464788732394
team,6736,Personal Time San DonÃ  di Piave,breakpoint_pos_5,0.06382973649404922,0.01436756826365182,0.375
team,6736,Personal Time San DonÃ  di Piave,breakpoint_pos_6,-0.05436731866529982,-0.012002400502020838,0.3026315789473684
team,6736,Personal Time San DonÃ  di Piave,sideout_pos_1,-0.12106826158778142,0.02748919611527817,0.4421052631578947
team,6736,Personal Time San DonÃ  di Piave,sideout_pos_2,0.012285765702847685,-0.0027316855085074976,0.33766233766233766
team,6736,Personal Time San DonÃ  di Piave,sideout_pos_3,-0.03162413028380383,0.007082169356390389,0.3924050632911392
team,6736,Personal Time San DonÃ  di Piave,sideout_pos_4,0.013159542587560783,-0.002925539772224761,0.32857142857142857
team,6736,Personal Time San DonÃ  di Piave,sideout_pos_5,0.07213123444796589,-0.015875020555880637,0.2777777777777778
team,6736,Personal Time San DonÃ  di Piave,sideout_pos_6,0.055115849133210895,-0.012166079271604735,0.3333333333333333
team,6737,Sarlux Sarroch,breakpoint_team_adjustment,-0.14453553340499403,-0.03139922204466594,0.23770491803278687
team,6737,Sarlux Sarroch,sideout_team_adjustment,-0.03796318964981292,0.008510419733303964,0.3904109589041096
team,6737,Sarlux Sarroch,breakpoint_pos_1,0.03994373557010416,0.008957237797808715,0.2857142857142857
team,6737,Sarlux Sarroch,breakpoint_pos_2,0.020380435333695195,0.0045558944131186,0.23529411764705882
team,6737,Sarlux Sarroch,breakpoint_pos_3,-0.011406867000105991,-0.002536637622511051,0.15789473684210525
team,6737,Sarlux Sarroch,breakpoint_pos_4,-0.025803023884666,-0.005724207411324289,0.10526315789473684
team,6737,Sarlux Sarroch,breakpoint_pos_5,0.08569455799166946,0.01935435255647666,0.39285714285714285
team,6737,Sarlux Sarroch,breakpoint_pos_6,-0.10880883801069682,-0.02379205729890027,0.16666666666666666
team,6737,Sarlux Sarroch,sideout_pos_1,0.027779018756741946,-0.006160513870707041,0.36363636363636365
team,6737,Sarlux Sarroch,sideout_pos_2,-0.036080353136644,0.008085901853622124,0.5
team,6737,Sarlux Sarroch,sideout_pos_3,-0.03542256661671151,0.007937651620797181,0.5185185185185185
team,6737,Sarlux Sarroch,sideout_pos_4,0.04651395452384318,-0.010282521982398152,0.3333333333333333
team,6737,Sarlux Sarroch,sideout_pos_5,0.1406164578489736,-0.0305698737934465,0.05555555555555555
team,6737,Sarlux Sarroch,sideout_pos_6,-0.1434065113762032,0.03266748712925993,0.4482758620689655
team,6747,Sav Trebaseleghe,breakpoint_team_adjustment,0.1360132783369244,0.030950193769403278,0.3644067796610169
team,6747,Sav Trebaseleghe,sideout_team_adjustment,-0.17770764372704104,0.040678306671058484,0.4012096774193548
team,6747,Sav Trebaseleghe,breakpoint_pos_1,0.03488552032042245,0.007816636209374228,0.3917525773195876
team,6747,Sav Trebaseleghe,breakpoint_pos_2,-0.0527590468330609,-0.011650578203703632,0.3181818181818182
team,6747,Sav Trebaseleghe,breakpoint_pos_3,0.008176879999448269,0.0018242498050453637,0.36
team,6747,Sav Trebaseleghe,breakpoint_pos_4,0.008255257039309549,0.00184175924809038,0.3698630136986301
team,6747,Sav Trebaseleghe,breakpoint_pos_5,0.009345931339933859,0.0020854624973571934,0.37662337662337664
team,6747,Sav Trebaseleghe,breakpoint_pos_6,-0.007904541866053223,-0.0017588210720537734,0.35714285714285715
team,6747,Sav Trebaseleghe,sideout_pos_1,0.005075345647207837,-0.0011298332149110024,0.38202247191011235
team,6747,Sav Trebaseleghe,sideout_pos_2,0.08014130217859428,-0.017613165172261525,0.3333333333333333
team,6747,Sav Trebaseleghe,sideout_pos_3,-0.01934985006837946,0.004324792017430135,0.425
team,6747,Sav Trebaseleghe,sideout_pos_4,-0.018235783997647075,0.004075055601922339,0.4155844155844156
team,6747,Sav Trebaseleghe,sideout_pos_5,-0.08963328713343974,0.02025608286468955,0.45977011494252873
team,6747,Sav Trebaseleghe,sideout_pos_6,0.042002273373664155,-0.00929232284339443,0.38823529411764707
team,6750,Stadium Mirandola,breakpoint_team_adjustment,-0.08275674156324454,-0.018179604878570288,0.3155080213903743
team,6750,Stadium Mirandola,sideout_team_adjustment,-0.07116383401380713,0.01603667656601898,0.35353535353535354
team,6750,Stadium Mirandola,breakpoint_pos_1,0.08804988891797809,0.019893456731669423,0.41025641025641024
team,6750,Stadium Mirandola,breakpoint_pos_2,0.00333642640465272,0.0007437606823905152,0.22727272727272727
team,6750,Stadium Mirandola,breakpoint_pos_3,0.004172912457679015,0.0009303592189014442,0.24
team,6750,Stadium Mirandola,breakpoint_pos_4,0.014745380782381658,0.0032932036301508427,0.27586206896551724
team,6750,Stadium Mirandola,breakpoint_pos_5,0.09826737859622701,0.022236356816459024,0.425
team,6750,Stadium Mirandola,breakpoint_pos_6,-0.2085719871589185,-0.0447674661554191,0.21875
team,6750,Stadium Mirandola,sideout_pos_1,-0.04502072838783425,0.010103884790890194,0.4
team,6750,Stadium Mirandola,sideout_pos_2,-0.07359880990116462,0.0165916416938392,0.4473684210526316
team,6750,Stadium Mirandola,sideout_pos_3,0.03804558819841398,-0.008422648778914521,0.19047619047619047
team,6750,Stadium Mirandola,sideout_pos_4,-0.02859081065795651,0.006399742407231679,0.375
team,6750,Stadium Mirandola,sideout_pos_5,-0.010819882606788305,0.002414943749928844,0.3333333333333333
team,6750,Stadium Mirandola,sideout_pos_6,0.1199846433553297,-0.02618291374238929,0.29411764705882354
